name,season,injury,from,until,days_out,missed_matches,last_season
Alberto Carminati,20/21,unknown injury,"Feb 15, 2021","Mar 5, 2021",19 days,2,19/20
Timothy Castagne,24/25,Ankle surgery,"May 7, 2025","Jul 15, 2025",70 days,3,23/24
Timothy Castagne,24/25,Hamstring injury,"Oct 14, 2024","Nov 3, 2024",21 days,2,23/24
Timothy Castagne,21/22,Hamstring injury,"Jan 3, 2022","Mar 17, 2022",74 days,14,20/21
Timothy Castagne,20/21,Fracture of the eye socket,"Jun 13, 2021","Aug 15, 2021",64 days,6,19/20
Timothy Castagne,20/21,Hamstring strain,"Feb 1, 2021","Feb 19, 2021",19 days,5,19/20
Timothy Castagne,20/21,Hamstring strain,"Oct 27, 2020","Dec 19, 2020",54 days,15,19/20
Timothy Castagne,19/20,Knee problems,"Jan 13, 2020","Jan 28, 2020",16 days,3,18/19
Timothy Castagne,19/20,Meniscus injury,"Aug 1, 2019","Sep 15, 2019",46 days,5,18/19
Timothy Castagne,15/16,Shoulder injury,"May 10, 2016","Jun 20, 2016",42 days,10,14/15
Federico Chiossi,22/23,unknown injury,"Jan 30, 2023","Feb 6, 2023",8 days,1,21/22
Federico Chiossi,21/22,Rest,"Feb 14, 2022","Feb 18, 2022",5 days,1,20/21
Federico Chiossi,21/22,unknown injury,"Sep 27, 2021","Oct 12, 2021",16 days,3,20/21
Federico Chiossi,20/21,unknown injury,"Dec 14, 2020","Jan 29, 2021",47 days,5,19/20
Federico Chiossi,16/17,Injury to abdominal muscles,"Dec 2, 2016","Dec 30, 2016",29 days,-,15/16
Alessandro Santopadre,21/22,unknown injury,"Sep 24, 2021","Jan 4, 2022",103 days,15,20/21
Stefano Marchetti,18/19,muscular problems,"Apr 21, 2019","May 2, 2019",12 days,1,17/18
Stefano Marchetti,18/19,unknown injury,"Nov 1, 2018","Nov 7, 2018",7 days,1,17/18
Stefano Marchetti,18/19,unknown injury,"Sep 17, 2018","Oct 27, 2018",41 days,7,17/18
Stefano Marchetti,17/18,unknown injury,"Apr 28, 2018","May 28, 2018",31 days,5,16/17
Stefano Marchetti,17/18,unknown injury,"Feb 9, 2018","Mar 22, 2018",42 days,5,16/17
Mario Pugliese,20/21,unknown injury,"Nov 23, 2020","Jan 8, 2021",47 days,7,19/20
Roger Ibañez,22/23,Heel injury,"Mar 5, 2023","Mar 10, 2023",6 days,2,21/22
Roger Ibañez,22/23,unknown injury,"Oct 27, 2022","Oct 30, 2022",4 days,1,21/22
Roger Ibañez,21/22,Collateral ligament injury,"Feb 8, 2022","Feb 26, 2022",19 days,3,20/21
Roger Ibañez,20/21,muscular problems,"Feb 18, 2021","Mar 10, 2021",21 days,6,19/20
Roger Ibañez,20/21,muscular problems,"Nov 22, 2020","Nov 28, 2020",7 days,2,19/20
Roger Ibañez,19/20,Adductor pain,"Jul 20, 2020","Jul 27, 2020",8 days,2,18/19
Davide Agazzi,24/25,unknown injury,"Mar 1, 2025","Mar 28, 2025",28 days,4,23/24
Davide Agazzi,23/24,unknown injury,"Aug 1, 2023","Sep 24, 2023",55 days,6,22/23
Davide Agazzi,22/23,muscular problems,"Feb 10, 2023","Mar 3, 2023",22 days,4,21/22
Caleb Okoli,22/23,Ankle problems,"Apr 22, 2023","May 6, 2023",15 days,3,21/22
Caleb Okoli,22/23,Foot injury,"Nov 16, 2022","Dec 9, 2022",24 days,1,21/22
Caleb Okoli,21/22,unknown injury,"Aug 28, 2021","Sep 5, 2021",9 days,3,20/21
Roberto Ranieri,18/19,Muscle strain,"May 23, 2019","Jun 30, 2019",39 days,2,17/18
Roberto Ranieri,18/19,Muscle fatigue,"Aug 6, 2018","Aug 10, 2018",5 days,1,17/18
Roberto Ranieri,17/18,unknown injury,"Nov 22, 2017","Nov 26, 2017",5 days,1,16/17
Enrico Delprato,24/25,Hamstring injury,"Dec 24, 2024","Jan 2, 2025",10 days,1,23/24
Enrico Delprato,23/24,Calf problems,"Jan 26, 2024","Jan 29, 2024",4 days,1,22/23
Enrico Delprato,22/23,Shoulder injury,"Feb 12, 2023","Feb 23, 2023",12 days,1,21/22
Dejan Kulusevski,24/25,Foot injury,"Mar 3, 2025","Apr 10, 2025",39 days,7,23/24
Dejan Kulusevski,23/24,Ill,"Jan 10, 2024","Jan 16, 2024",7 days,2,22/23
Dejan Kulusevski,22/23,Thigh problems,"Sep 29, 2022","Nov 5, 2022",38 days,10,21/22
Dejan Kulusevski,21/22,surgery,"Dec 7, 2021","Dec 15, 2021",9 days,2,20/21
Dejan Kulusevski,20/21,Corona virus,"Jun 8, 2021","Jun 15, 2021",8 days,1,19/20
Dejan Kulusevski,19/20,Adductor pain,"Feb 11, 2020","Feb 20, 2020",10 days,1,18/19
Dejan Kulusevski,19/20,Left hip flexor problems,"Jan 27, 2020","Feb 7, 2020",12 days,1,18/19
Alberto Dossena,24/25,Cruciate ligament tear,"Mar 16, 2025",,107 days,9,23/24
Alberto Dossena,24/25,unknown injury,"Feb 21, 2025","Mar 3, 2025",11 days,2,23/24
Alberto Dossena,24/25,unknown injury,"Sep 14, 2024","Sep 23, 2024",10 days,1,23/24
Alberto Dossena,23/24,Bruised knee,"Apr 28, 2024","May 2, 2024",5 days,1,22/23
Alberto Dossena,23/24,unknown injury,"Oct 10, 2023","Oct 22, 2023",13 days,1,22/23
Alberto Dossena,21/22,Rest,"Sep 14, 2021","Sep 16, 2021",3 days,1,20/21
Andrea Boffelli,22/23,Cruciate ligament surgery,"Apr 3, 2023","Oct 15, 2023",196 days,3,21/22
Andrea Boffelli,22/23,Rest,"Nov 1, 2022","Nov 3, 2022",3 days,1,21/22
Andrea Boffelli,22/23,Rest,"Oct 4, 2022","Oct 6, 2022",3 days,1,21/22
Marco Carnesecchi,24/25,Adductor pain,"Feb 1, 2025","Feb 11, 2025",11 days,3,23/24
Marco Carnesecchi,21/22,Shoulder injury,"Jun 9, 2022","Oct 1, 2022",115 days,15,20/21
Marco Carnesecchi,21/22,Adductor injury,"Sep 30, 2021","Oct 18, 2021",19 days,6,20/21
Marco Carnesecchi,20/21,Corona virus,"Oct 8, 2020","Nov 2, 2020",26 days,8,19/20
Marco Carnesecchi,16/17,Shoulder injury,"May 4, 2017","Jun 29, 2017",57 days,10,15/16
Gabriel Lunetta,24/25,Muscle injury,"May 5, 2025","May 12, 2025",8 days,2,23/24
Gabriel Lunetta,24/25,muscular problems,"Jan 20, 2025","Feb 24, 2025",36 days,5,23/24
Gabriel Lunetta,24/25,unknown injury,"Nov 14, 2024","Dec 5, 2024",22 days,4,23/24
Gabriel Lunetta,24/25,muscular problems,"Oct 29, 2024","Nov 8, 2024",11 days,1,23/24
Gabriel Lunetta,20/21,strain,"Dec 7, 2020","Dec 29, 2020",23 days,5,19/20
Gabriel Lunetta,20/21,Corona virus,"Oct 19, 2020","Nov 5, 2020",18 days,2,19/20
Gabriel Lunetta,19/20,Knee surgery,"Oct 30, 2019","Dec 30, 2019",62 days,7,18/19
Gabriel Lunetta,19/20,Knee problems,"Sep 27, 2019","Oct 30, 2019",34 days,6,18/19
Gabriel Lunetta,18/19,flu,"Jan 25, 2019","Jan 27, 2019",3 days,1,17/18
Gabriel Lunetta,18/19,Muscle strain,"Oct 15, 2018","Nov 3, 2018",20 days,3,17/18
Gabriel Lunetta,17/18,unknown injury,"May 10, 2018","May 17, 2018",8 days,1,16/17
Gabriel Lunetta,17/18,Ankle sprain,"Nov 20, 2017","Dec 20, 2017",31 days,6,16/17
Gabriel Lunetta,13/14,unknown injury,"Nov 2, 2013","Dec 10, 2013",39 days,7,12/13
Simone Mazzocchi,20/21,Cervical spine injury,"Apr 11, 2021","May 16, 2021",36 days,5,19/20
Simone Mazzocchi,20/21,unknown injury,"Dec 30, 2020","Jan 10, 2021",12 days,3,19/20
Simone Mazzocchi,19/20,unknown injury,"Feb 1, 2020","Feb 20, 2020",20 days,3,18/19
Simone Mazzocchi,18/19,Knee surgery,"May 6, 2019","Jul 6, 2019",62 days,2,17/18
Simone Mazzocchi,18/19,Meniscus injury,"Apr 15, 2019","May 6, 2019",22 days,3,17/18
Isnik Alimi,23/24,Knee bruise,"Jan 5, 2024","Mar 28, 2024",84 days,20,22/23
Isnik Alimi,19/20,unknown injury,"Nov 7, 2019","Nov 22, 2019",16 days,7,18/19
Isnik Alimi,18/19,Pubalgia,"Nov 3, 2018","Nov 15, 2018",13 days,3,17/18
Thomas Bolis,23/24,unknown injury,"Mar 18, 2024","Apr 2, 2024",16 days,3,22/23
Thomas Bolis,21/22,unknown injury,"Jan 7, 2022","Feb 15, 2022",40 days,6,20/21
Thomas Bolis,21/22,unknown injury,"Nov 8, 2021","Dec 18, 2021",41 days,6,20/21
Thomas Bolis,21/22,unknown injury,"Nov 1, 2021","Nov 6, 2021",6 days,1,20/21
Thomas Bolis,20/21,Cruciate ligament tear,"Nov 23, 2020","Jun 23, 2021",213 days,28,19/20
Thomas Bolis,20/21,unknown injury,"Oct 18, 2020","Nov 6, 2020",20 days,3,19/20
Thomas Bolis,18/19,unknown injury,"Apr 5, 2019","Apr 10, 2019",6 days,1,17/18
Andrea Colpani,24/25,Bruise on ankle,"Feb 16, 2025","Apr 29, 2025",73 days,14,23/24
Andrea Colpani,24/25,Bruise on ankle,"Jan 24, 2025","Feb 4, 2025",12 days,2,23/24
Andrea Colpani,22/23,muscular problems,"May 6, 2023","May 23, 2023",18 days,3,21/22
Marco Tumminello,24/25,unknown injury,"Feb 22, 2025","Mar 11, 2025",18 days,2,23/24
Marco Tumminello,23/24,unknown injury,"Feb 14, 2024","Mar 5, 2024",21 days,4,22/23
Marco Tumminello,20/21,Fitness,"Dec 22, 2020","Feb 22, 2021",63 days,14,19/20
Marco Tumminello,19/20,Collateral ligament injury,"Jul 3, 2020","Dec 21, 2020",172 days,27,18/19
Marco Tumminello,19/20,Cruciate ligament tear,"Sep 15, 2019","Apr 30, 2020",229 days,26,18/19
Marco Tumminello,18/19,Elbow injury,"Oct 16, 2018","Nov 26, 2018",42 days,7,17/18
Marco Tumminello,17/18,Cruciate ligament tear,"Sep 24, 2017","Mar 30, 2018",188 days,35,16/17
Dušan Vlahović,24/25,Stress reaction of the bone,"Apr 23, 2025","May 6, 2025",14 days,3,23/24
Dušan Vlahović,24/25,Muscle fatigue,"Jan 7, 2025","Jan 15, 2025",9 days,2,23/24
Dušan Vlahović,24/25,Muscle injury,"Nov 18, 2024","Dec 4, 2024",17 days,3,23/24
Dušan Vlahović,23/24,Inflammation in the spine,"Mar 18, 2024","Mar 29, 2024",12 days,-,22/23
Dušan Vlahović,23/24,muscular problems,"Feb 8, 2024","Feb 15, 2024",8 days,1,22/23
Dušan Vlahović,23/24,Back problems,"Sep 29, 2023","Oct 19, 2023",21 days,2,22/23
Dušan Vlahović,22/23,Groin problems,"Jun 12, 2023","Jun 26, 2023",15 days,-,21/22
Dušan Vlahović,22/23,Thigh problems,"May 25, 2023","Jun 10, 2023",17 days,2,21/22
Dušan Vlahović,22/23,Ankle sprain,"Apr 25, 2023","Apr 29, 2023",5 days,1,21/22
Dušan Vlahović,22/23,Pubalgia,"Dec 3, 2022","Jan 23, 2023",52 days,5,21/22
Dušan Vlahović,22/23,Adductor pain,"Oct 24, 2022","Nov 15, 2022",23 days,6,21/22
Dušan Vlahović,21/22,Pubalgia,"May 30, 2022","Jun 30, 2022",32 days,4,20/21
Dušan Vlahović,21/22,Quarantine,"Jan 20, 2022","Jan 27, 2022",8 days,1,20/21
Dušan Vlahović,19/20,Corona virus,"Mar 12, 2020","Apr 6, 2020",26 days,-,18/19
Erald Lakti,19/20,unknown injury,"Dec 12, 2019","Dec 22, 2019",11 days,1,18/19
Gabriele Gori,22/23,unknown injury,"May 12, 2023","May 18, 2023",7 days,1,21/22
Gabriele Gori,21/22,heart problems,"Mar 14, 2022","Jul 10, 2022",119 days,12,20/21
Gabriele Gori,21/22,Corona virus,"Jan 20, 2022","Mar 14, 2022",54 days,10,20/21
Gabriele Gori,20/21,Foot bruise,"Dec 21, 2020","Dec 26, 2020",6 days,1,19/20
Mattia Trovato,18/19,Knee surgery,"Jul 23, 2018","Mar 26, 2019",247 days,30,17/18
Andrés Schetino,22/23,unknown injury,"Sep 1, 2022","Sep 23, 2022",23 days,4,21/22
Andrés Schetino,21/22,unknown injury,"May 21, 2022","Jun 8, 2022",19 days,3,20/21
Andrés Schetino,18/19,Ankle injury,"Sep 11, 2018","Nov 23, 2018",74 days,10,17/18
Andrés Schetino,17/18,Thigh problems,"Oct 16, 2017","Nov 6, 2017",22 days,4,16/17
Andrés Schetino,16/17,Foot injury,"Sep 11, 2016","Sep 21, 2016",11 days,2,15/16
Vitor Hugo,22/23,Nose injury,"Dec 10, 2022","Dec 18, 2022",9 days,-,21/22
Vitor Hugo,21/22,Fitness,"Apr 1, 2022","Apr 4, 2022",4 days,1,20/21
Vitor Hugo,21/22,Broken tibia,"Mar 1, 2022","Apr 1, 2022",32 days,4,20/21
Vitor Hugo,21/22,Fitness,"Jan 4, 2022","Jan 8, 2022",5 days,1,20/21
Vitor Hugo,21/22,Muscle injury,"Dec 20, 2021","Jan 4, 2022",16 days,3,20/21
Vitor Hugo,20/21,Groin injury,"Apr 28, 2021","May 9, 2021",12 days,2,19/20
Vitor Hugo,20/21,Broken nose bone,"Feb 28, 2021","Mar 3, 2021",4 days,1,19/20
Vitor Hugo,20/21,Compression of the spine,"Dec 26, 2020","Jan 7, 2021",13 days,3,19/20
Vitor Hugo,18/19,Groin surgery,"Dec 4, 2019","Feb 9, 2020",68 days,7,17/18
Vitor Hugo,18/19,muscular problems,"Jan 30, 2019","Feb 4, 2019",6 days,2,17/18
Vitor Hugo,17/18,Hamstring muscle injury,"Apr 26, 2018","May 15, 2018",20 days,3,16/17
Jaime Báez,23/24,unknown injury,"Dec 23, 2023","Feb 7, 2024",47 days,8,22/23
Marco Benassi,22/23,unknown injury,"May 14, 2023","May 31, 2023",18 days,3,21/22
Marco Benassi,22/23,unknown injury,"Apr 29, 2023","May 2, 2023",4 days,1,21/22
Marco Benassi,22/23,unknown injury,"Apr 6, 2023","Apr 12, 2023",7 days,1,21/22
Marco Benassi,21/22,unknown injury,"Mar 19, 2022","Mar 21, 2022",3 days,1,20/21
Marco Benassi,21/22,unknown injury,"Jan 9, 2022","Jan 21, 2022",13 days,3,20/21
Marco Benassi,21/22,Back injury,"Nov 27, 2021","Nov 29, 2021",3 days,1,20/21
Marco Benassi,20/21,Calf injury,"Sep 1, 2020","May 30, 2021",272 days,40,19/20
Marco Benassi,19/20,Calf muscle tear,"Jul 6, 2020","Aug 1, 2020",27 days,7,18/19
Marco Benassi,19/20,Knee bruise,"Sep 7, 2019","Sep 18, 2019",12 days,1,18/19
Marco Benassi,16/17,Calf problems,"Apr 21, 2017","Apr 29, 2017",9 days,2,15/16
Marco Benassi,16/17,Ankle sprain,"Aug 1, 2016","Aug 21, 2016",21 days,3,15/16
Marco Benassi,15/16,Muscle fatigue,"Apr 15, 2016","Apr 23, 2016",9 days,2,14/15
Marco Benassi,15/16,Adductor pain,"Nov 22, 2015","Nov 30, 2015",9 days,2,14/15
Marco Benassi,14/15,Thigh problems,"Dec 5, 2014","Dec 21, 2014",17 days,4,13/14
Marco Benassi,14/15,unknown injury,"Nov 8, 2014","Nov 24, 2014",17 days,7,13/14
Amidu Salifu,16/17,Broken hand,"Dec 2, 2016","Jan 11, 2017",41 days,6,15/16
Amidu Salifu,15/16,inflammation,"Nov 14, 2015","Dec 27, 2015",44 days,8,14/15
Amidu Salifu,15/16,Hamstring muscle injury,"Sep 24, 2015","Nov 7, 2015",45 days,7,14/15
Amidu Salifu,11/12,muscular problems,"Dec 19, 2011","Jan 1, 2012",14 days,1,10/11
Tòfol Montiel,21/22,Fitness,"Sep 3, 2021","Sep 9, 2021",7 days,1,20/21
Tòfol Montiel,19/20,Shoulder injury,"Oct 21, 2019","Nov 8, 2019",19 days,4,18/19
Lorenzo Venuti,23/24,Shoulder injury,"Jul 30, 2023","Aug 23, 2023",25 days,2,22/23
Lorenzo Venuti,22/23,Fever,"Apr 22, 2023","Apr 26, 2023",5 days,1,21/22
Lorenzo Venuti,22/23,Muscle injury,"Dec 1, 2022","Dec 19, 2022",19 days,-,21/22
Lorenzo Venuti,22/23,unknown injury,"Jul 11, 2022","Aug 15, 2022",36 days,1,21/22
Lorenzo Venuti,21/22,Calf injury,"Sep 15, 2021","Sep 27, 2021",13 days,3,20/21
Lorenzo Venuti,18/19,Foot bruise,"Dec 16, 2018","Dec 20, 2018",5 days,1,17/18
Lorenzo Venuti,13/14,Broken kneecap,"Jan 31, 2014","Sep 30, 2014",243 days,?,12/13
Jordan Veretout,23/24,Dead leg,"Feb 3, 2024","Feb 12, 2024",10 days,2,22/23
Jordan Veretout,23/24,Dead leg,"Oct 6, 2023","Oct 20, 2023",15 days,1,22/23
Jordan Veretout,21/22,Corona virus,"Mar 27, 2022","Apr 9, 2022",14 days,3,20/21
Jordan Veretout,20/21,Hamstring muscle injury,"Apr 29, 2021","May 31, 2021",33 days,7,19/20
Jordan Veretout,20/21,Muscle strain,"Mar 3, 2021","Apr 2, 2021",31 days,9,19/20
Jordan Veretout,20/21,muscular problems,"Nov 29, 2020","Dec 11, 2020",13 days,4,19/20
Jordan Veretout,15/16,Groin injury,"May 2, 2016","May 16, 2016",15 days,2,14/15
Jordan Veretout,13/14,Foot injury,"May 15, 2014","Jun 1, 2014",18 days,3,12/13
Jordan Veretout,13/14,Ankle injury,"Mar 14, 2014","Mar 21, 2014",8 days,1,12/13
Jordan Veretout,13/14,Foot injury,"Feb 14, 2014","Feb 24, 2014",11 days,2,12/13
Jordan Veretout,12/13,Knee injury,"Mar 31, 2013","May 12, 2013",43 days,5,11/12
Luzayadio Bangu,19/20,Inflammation in the knee,"Dec 8, 2019","Dec 16, 2019",9 days,2,18/19
Luzayadio Bangu,19/20,Inflammation in the knee,"Nov 9, 2019","Nov 11, 2019",3 days,1,18/19
Valentin Eysseric,22/23,unknown injury,"Oct 29, 2022","Nov 21, 2022",24 days,3,21/22
Valentin Eysseric,21/22,unknown injury,"Jan 8, 2022","Feb 4, 2022",28 days,4,20/21
Valentin Eysseric,21/22,unknown injury,"Sep 2, 2021","Sep 17, 2021",16 days,1,20/21
Valentin Eysseric,19/20,Hamstring muscle injury,"Jun 14, 2020","Jul 10, 2020",27 days,6,18/19
Valentin Eysseric,17/18,Ankle sprain,"Sep 9, 2017","Sep 15, 2017",7 days,1,16/17
Valentin Eysseric,16/17,Inner ligament injury,"Dec 9, 2016","Jan 20, 2017",43 days,7,15/16
Valentin Eysseric,13/14,Hamstring strain,"Jan 13, 2014","Feb 3, 2014",22 days,5,12/13
Giovanni Simeone,23/24,Muscle fatigue,"Aug 3, 2023","Aug 5, 2023",3 days,-,22/23
Giovanni Simeone,22/23,Hamstring muscle injury,"Apr 7, 2023","Apr 26, 2023",20 days,5,21/22
Giovanni Simeone,20/21,bruise,"Mar 3, 2021","Mar 6, 2021",4 days,1,19/20
Giovanni Simeone,20/21,Corona virus,"Nov 25, 2020","Dec 12, 2020",18 days,3,19/20
Giovanni Simeone,16/17,Shin bruise,"May 7, 2017","May 14, 2017",8 days,2,15/16
Alban Lafont,23/24,Muscle injury,"Feb 12, 2024","Feb 23, 2024",12 days,1,22/23
Alban Lafont,23/24,Pneumothorax,"Aug 14, 2023","Sep 20, 2023",38 days,4,22/23
Alban Lafont,18/19,Hamstring muscle injury,"Sep 2, 2018","Sep 18, 2018",17 days,8,17/18
Nikola Milenković,22/23,flu,"Apr 4, 2023","Apr 7, 2023",4 days,1,21/22
Nikola Milenković,22/23,muscular problems,"Feb 19, 2023","Feb 24, 2023",6 days,2,21/22
Nikola Milenković,22/23,Adductor pain,"Sep 8, 2022","Sep 30, 2022",23 days,6,21/22
Nikola Milenković,21/22,flu,"Apr 20, 2022","Apr 23, 2022",4 days,1,20/21
Nikola Milenković,21/22,Stomach flu,"Apr 20, 2022","Apr 23, 2022",4 days,1,20/21
Nikola Milenković,21/22,unknown injury,"Oct 9, 2021","Oct 17, 2021",9 days,1,20/21
Nikola Milenković,20/21,surgery,"May 21, 2021","May 31, 2021",11 days,1,19/20
Nikola Milenković,18/19,Fever,"Jan 27, 2019","Jan 29, 2019",3 days,1,17/18
Federico Ceccherini,24/25,muscular problems,"Sep 18, 2024","Sep 26, 2024",9 days,2,23/24
Federico Ceccherini,23/24,unknown injury,"Jan 6, 2024","Jan 18, 2024",13 days,4,22/23
Federico Ceccherini,22/23,unknown injury,"Apr 21, 2023","Apr 29, 2023",9 days,1,21/22
Federico Ceccherini,22/23,Adductor pain,"Feb 26, 2023","Mar 16, 2023",19 days,3,21/22
Federico Ceccherini,22/23,Ankle injury,"Aug 8, 2022","Aug 26, 2022",19 days,2,21/22
Federico Ceccherini,21/22,Muscle fatigue,"Jan 16, 2022","Jan 21, 2022",6 days,2,20/21
Federico Ceccherini,20/21,Adductor injury,"Apr 19, 2021","Apr 24, 2021",6 days,1,19/20
Federico Ceccherini,20/21,Thigh problems,"Feb 1, 2021","Feb 26, 2021",26 days,3,19/20
Federico Ceccherini,20/21,inflammation,"Jan 11, 2021","Jan 23, 2021",13 days,1,19/20
Federico Ceccherini,20/21,Calf problems,"Nov 29, 2020","Dec 3, 2020",5 days,-,19/20
Federico Ceccherini,13/14,unknown injury,"Apr 19, 2014","May 2, 2014",14 days,2,12/13
Nicky Beloko,24/25,unknown injury,"Apr 2, 2025","Apr 9, 2025",8 days,2,23/24
Nicky Beloko,24/25,Cruciate ligament injury,"Oct 21, 2024","Feb 19, 2025",122 days,14,23/24
Nicky Beloko,23/24,Inner knee ligament tear,"Apr 15, 2024","Jun 24, 2024",71 days,6,22/23
Nicky Beloko,22/23,Knee injury,"Aug 14, 2022","Sep 26, 2022",44 days,7,21/22
Nicky Beloko,21/22,unknown injury,"Mar 31, 2022","May 5, 2022",36 days,5,20/21
Nicky Beloko,21/22,unknown injury,"Oct 20, 2021","Oct 27, 2021",8 days,1,20/21
Nicky Beloko,21/22,unknown injury,"Sep 29, 2021","Oct 13, 2021",15 days,3,20/21
Nicky Beloko,21/22,unknown injury,"Aug 18, 2021","Sep 15, 2021",29 days,5,20/21
Bartlomiej Dragowski,24/25,unknown injury,"Feb 8, 2025","Feb 14, 2025",7 days,2,23/24
Bartlomiej Dragowski,24/25,unknown injury,"Oct 1, 2024","Oct 16, 2024",16 days,2,23/24
Bartlomiej Dragowski,24/25,Rest,"Aug 16, 2024","Aug 20, 2024",5 days,1,23/24
Bartlomiej Dragowski,23/24,unknown injury,"Dec 1, 2023","Dec 14, 2023",14 days,2,22/23
Bartlomiej Dragowski,22/23,unknown injury,"Feb 19, 2023","Feb 26, 2023",8 days,2,21/22
Bartlomiej Dragowski,22/23,Ankle surgery,"Nov 13, 2022","Jan 7, 2023",56 days,7,21/22
Bartlomiej Dragowski,21/22,Fitness,"Nov 26, 2021","Jan 3, 2022",39 days,7,20/21
Bartlomiej Dragowski,21/22,Hamstring injury,"Oct 3, 2021","Nov 22, 2021",51 days,11,20/21
Bartlomiej Dragowski,20/21,muscular problems,"May 12, 2021","May 15, 2021",4 days,1,19/20
Bartlomiej Dragowski,19/20,Back problems,"Jul 14, 2020","Jul 30, 2020",17 days,5,18/19
Bartlomiej Dragowski,18/19,unknown injury,"May 30, 2019","Jun 30, 2019",32 days,-,17/18
Bartlomiej Dragowski,16/17,Knee injury,"Dec 19, 2016","Feb 27, 2017",71 days,13,15/16
Bartlomiej Dragowski,16/17,Knock,"Aug 1, 2016","Aug 18, 2016",18 days,-,15/16
Bartlomiej Dragowski,14/15,Hand injury,"Feb 19, 2015","Mar 2, 2015",12 days,2,13/14
Riccardo Sottil,24/25,unknown injury,"May 3, 2025","May 16, 2025",14 days,3,23/24
Riccardo Sottil,23/24,Broken collarbone,"May 3, 2024","Jun 10, 2024",39 days,7,22/23
Riccardo Sottil,23/24,unknown injury,"Jan 28, 2024","Feb 1, 2024",5 days,1,22/23
Riccardo Sottil,23/24,Thigh problems,"Dec 30, 2023","Jan 13, 2024",15 days,2,22/23
Riccardo Sottil,23/24,Muscle fatigue,"Dec 13, 2023","Dec 17, 2023",5 days,2,22/23
Riccardo Sottil,22/23,unknown injury,"Jun 6, 2023","Jul 31, 2023",56 days,1,21/22
Riccardo Sottil,22/23,unknown injury,"May 7, 2023","May 14, 2023",8 days,3,21/22
Riccardo Sottil,22/23,unknown injury,"Mar 14, 2023","Mar 17, 2023",4 days,1,21/22
Riccardo Sottil,22/23,Herniated disc,"Sep 29, 2022","Feb 19, 2023",144 days,23,21/22
Riccardo Sottil,22/23,muscular problems,"Sep 15, 2022","Sep 19, 2022",5 days,2,21/22
Riccardo Sottil,21/22,Muscle fatigue,"May 5, 2022","May 23, 2022",19 days,3,20/21
Riccardo Sottil,21/22,unknown injury,"Dec 30, 2021","Jan 17, 2022",19 days,3,20/21
Riccardo Sottil,20/21,Thigh problems,"Feb 1, 2021","May 17, 2021",106 days,20,19/20
Federico Chiesa,24/25,Muscle injury,"Sep 30, 2024","Dec 11, 2024",73 days,14,23/24
Federico Chiesa,23/24,unknown injury,"Jan 20, 2024","Jan 30, 2024",11 days,2,22/23
Federico Chiesa,23/24,Knee problems,"Jan 6, 2024","Jan 12, 2024",7 days,2,22/23
Federico Chiesa,23/24,unknown injury,"Dec 20, 2023","Dec 25, 2023",6 days,1,22/23
Federico Chiesa,23/24,muscular problems,"Oct 5, 2023","Oct 22, 2023",18 days,4,22/23
Federico Chiesa,23/24,muscular problems,"Sep 8, 2023","Sep 15, 2023",8 days,2,22/23
Federico Chiesa,22/23,Tendon irritation,"Mar 19, 2023","Apr 3, 2023",16 days,4,21/22
Federico Chiesa,22/23,Knee problems,"Mar 9, 2023","Mar 14, 2023",6 days,2,21/22
Federico Chiesa,22/23,Muscle fatigue,"Feb 17, 2023","Feb 24, 2023",8 days,2,21/22
Federico Chiesa,22/23,Muscle fatigue,"Jan 28, 2023","Jan 31, 2023",4 days,1,21/22
Federico Chiesa,22/23,Muscle fatigue,"Dec 13, 2022","Dec 27, 2022",15 days,-,21/22
Federico Chiesa,22/23,Knee problems,"Nov 7, 2022","Nov 12, 2022",6 days,1,21/22
Federico Chiesa,22/23,Fitness,"Oct 6, 2022","Nov 1, 2022",27 days,6,21/22
Federico Chiesa,21/22,Cruciate ligament tear,"Jan 10, 2022","Oct 6, 2022",270 days,45,20/21
Federico Chiesa,21/22,Hamstring muscle injury,"Nov 27, 2021","Dec 26, 2021",30 days,7,20/21
Rafik Zekhnini,20/21,unknown injury,"Apr 8, 2021","Apr 28, 2021",21 days,4,19/20
Rafik Zekhnini,20/21,unknown injury,"Jan 28, 2021","Mar 18, 2021",50 days,11,19/20
Rafik Zekhnini,20/21,Adductor pain,"Dec 22, 2020","Jan 23, 2021",33 days,2,19/20
Rafik Zekhnini,20/21,unknown injury,"Sep 30, 2020","Oct 14, 2020",15 days,1,19/20
Rafik Zekhnini,18/19,Hamstring injury,"Jan 15, 2019","Mar 14, 2019",59 days,10,17/18
Luis Muriel,22/23,unknown injury,"Jan 8, 2023","Jan 14, 2023",7 days,1,21/22
Luis Muriel,22/23,Adductor injury,"Nov 6, 2022","Nov 20, 2022",15 days,2,21/22
Luis Muriel,21/22,Knee injury,"May 22, 2022","Jun 8, 2022",18 days,-,20/21
Luis Muriel,20/21,Back problems,"Apr 3, 2021","Apr 11, 2021",9 days,2,19/20
Luis Muriel,19/20,Head injury,"Jul 13, 2020","Jul 18, 2020",6 days,2,18/19
Luis Muriel,19/20,Tonsillitis,"Sep 24, 2019","Sep 30, 2019",7 days,2,18/19
Luis Muriel,18/19,Knee collateral ligament tear,"Jun 17, 2019","Jul 14, 2019",28 days,?,17/18
