name,season,injury,from,until,days_out,missed_matches,last_season
Luis Muriel,16/17,Hamstring injury,"Mar 24, 2017","Apr 30, 2017",38 days,6,15/16
Luis Muriel,14/15,Knock,"Nov 15, 2014","Feb 11, 2015",89 days,13,13/14
Luis Muriel,13/14,unknown injury,"May 3, 2014","Jun 1, 2014",30 days,4,12/13
Luis Muriel,13/14,Hamstring injury,"Nov 25, 2013","Jan 14, 2014",51 days,7,12/13
Luis Muriel,13/14,muscular problems,"Sep 25, 2013","Oct 5, 2013",11 days,1,12/13
Luis Muriel,12/13,Femoral fracture,"Sep 10, 2012","Dec 16, 2012",98 days,25,11/12
Cristiano Biraghi,24/25,Muscle fatigue,"Nov 23, 2024","Nov 27, 2024",5 days,1,23/24
Cristiano Biraghi,23/24,Ankle problems,"Feb 18, 2024","Feb 23, 2024",6 days,1,22/23
Cristiano Biraghi,23/24,Knock,"Oct 15, 2023","Oct 29, 2023",15 days,3,22/23
Cristiano Biraghi,23/24,Ankle problems,"Sep 28, 2023","Oct 1, 2023",4 days,1,22/23
Cristiano Biraghi,22/23,flu,"Mar 25, 2023","Mar 31, 2023",7 days,1,21/22
Cristiano Biraghi,21/22,minor knock,"Jun 9, 2022","Jun 20, 2022",12 days,2,20/21
Cristiano Biraghi,20/21,Foot injury,"Mar 11, 2021","Mar 22, 2021",12 days,2,19/20
Cristiano Biraghi,18/19,Knee injury,"Jun 6, 2019","Jun 20, 2019",15 days,2,17/18
Cristiano Biraghi,17/18,Ankle sprain,"Sep 25, 2017","Sep 28, 2017",4 days,-,16/17
Cristiano Biraghi,16/17,Ankle sprain,"Dec 12, 2016","Dec 19, 2016",8 days,1,15/16
Cristiano Biraghi,13/14,Ankle sprain,"Dec 9, 2013","Dec 16, 2013",8 days,1,12/13
Marco Meli,23/24,Intestinal virus,"Nov 13, 2023","Nov 15, 2023",3 days,1,22/23
Marco Meli,22/23,flu,"Mar 27, 2023","Apr 3, 2023",8 days,1,21/22
Marco Meli,22/23,flu,"Jan 26, 2023","Jan 30, 2023",5 days,1,21/22
Marco Meli,21/22,Bruised ribs,"Dec 3, 2021","Jan 3, 2022",32 days,4,20/21
Marco Meli,21/22,Rib fracture,"Sep 15, 2021","Nov 12, 2021",59 days,11,20/21
Marco Meli,20/21,Adductor pain,"May 14, 2021","Sep 14, 2021",124 days,?,19/20
Marco Meli,20/21,Adductor pain,"Apr 16, 2021","Apr 22, 2021",7 days,1,19/20
Marco Meli,20/21,Corona virus,"Mar 10, 2021","Apr 6, 2021",28 days,4,19/20
Marco Meli,20/21,Ankle sprain,"Dec 12, 2020","Feb 12, 2021",63 days,9,19/20
Marco Meli,20/21,Corona virus,"Nov 13, 2020","Dec 5, 2020",23 days,3,19/20
Marco Meli,19/20,Pubalgia,"Feb 1, 2020","Feb 21, 2020",21 days,3,18/19
Marco Meli,19/20,Pubalgia,"Nov 7, 2019","Nov 14, 2019",8 days,1,18/19
Giuseppe Caso,23/24,flu,"Nov 1, 2023","Nov 5, 2023",5 days,1,22/23
Giuseppe Caso,23/24,unknown injury,"Oct 20, 2023","Oct 27, 2023",8 days,1,22/23
Giuseppe Caso,22/23,unknown injury,"Nov 5, 2022","Dec 1, 2022",27 days,3,21/22
Martin Graiciar,21/22,concussion,"Mar 1, 2022","Dec 31, 2022",306 days,31,20/21
Martin Graiciar,20/21,Muscle injury,"Oct 15, 2020","Nov 30, 2020",47 days,3,19/20
Martin Graiciar,19/20,Broken collarbone,"May 12, 2020","Sep 30, 2020",142 days,22,18/19
Martin Graiciar,19/20,unknown injury,"Aug 4, 2019","Aug 12, 2019",9 days,3,18/19
Martin Graiciar,17/18,Broken collarbone,"Feb 1, 2018","Apr 10, 2018",69 days,23,16/17
Dávid Hancko,24/25,Ill,"Jan 18, 2025","Jan 22, 2025",5 days,2,23/24
Dávid Hancko,21/22,unknown injury,"Mar 6, 2022","Mar 11, 2022",6 days,2,20/21
Dávid Hancko,21/22,unknown injury,"Jan 31, 2022","Feb 11, 2022",12 days,2,20/21
Dávid Hancko,21/22,Foot injury,"Dec 17, 2021","Dec 31, 2021",15 days,1,20/21
Dávid Hancko,20/21,Back injury,"Apr 14, 2021","Apr 19, 2021",6 days,2,19/20
Dávid Hancko,20/21,Muscle injury,"Mar 27, 2021","Apr 10, 2021",15 days,3,19/20
Dávid Hancko,20/21,Knee problems,"Nov 26, 2020","Dec 5, 2020",10 days,3,19/20
Dávid Hancko,20/21,Knee problems,"Nov 9, 2020","Nov 25, 2020",17 days,4,19/20
Dávid Hancko,19/20,Knee injury,"Jul 10, 2020","Nov 1, 2020",115 days,14,18/19
Dávid Hancko,19/20,Foot injury,"Nov 20, 2019","Dec 31, 2019",42 days,4,18/19
Simone Ghidotti,24/25,muscular problems,"Feb 26, 2025","Mar 24, 2025",27 days,3,23/24
Simone Ghidotti,24/25,muscular problems,"Jan 27, 2025","Feb 19, 2025",24 days,3,23/24
Simone Ghidotti,24/25,Muscle injury,"Aug 25, 2024","Sep 30, 2024",37 days,6,23/24
Jacob Rasmussen,24/25,unknown injury,"Nov 8, 2024","Dec 5, 2024",28 days,3,23/24
Jacob Rasmussen,21/22,Muscle injury,"May 9, 2022","Jun 15, 2022",38 days,6,20/21
Jacob Rasmussen,21/22,Back injury,"Aug 1, 2021","Sep 8, 2021",39 days,7,20/21
Jacob Rasmussen,20/21,Corona virus,"Sep 16, 2020","Oct 16, 2020",31 days,3,19/20
Jacob Rasmussen,19/20,unknown injury,"Jul 31, 2019","Oct 12, 2019",74 days,8,18/19
Jacob Rasmussen,18/19,Head injury,"Mar 24, 2019","Apr 2, 2019",10 days,1,17/18
Christian Koffi,20/21,flu,"Dec 31, 2020","Feb 2, 2021",34 days,?,19/20
Pietro Terracciano,22/23,Fever,"Mar 9, 2023","Mar 14, 2023",6 days,2,21/22
Pietro Terracciano,22/23,Knock,"Jan 7, 2023","Jan 15, 2023",9 days,3,21/22
Pietro Terracciano,21/22,Tonsillitis,"Feb 19, 2022","Feb 24, 2022",6 days,1,20/21
Pietro Terracciano,18/19,Muscle fatigue,"Apr 20, 2019","May 4, 2019",15 days,3,17/18
Pietro Terracciano,17/18,Adductor pain,"Jan 18, 2018","Feb 1, 2018",15 days,2,16/17
Pietro Terracciano,14/15,Metacarpal fracture,"Aug 30, 2014","Nov 13, 2014",76 days,13,13/14
Pietro Terracciano,13/14,Muscle injury,"Oct 26, 2013","Jan 6, 2014",73 days,13,12/13
Pietro Terracciano,12/13,Thigh problems,"Apr 3, 2013","Apr 28, 2013",26 days,4,11/12
Pietro Terracciano,12/13,unknown injury,"Sep 24, 2012","Nov 9, 2012",47 days,7,11/12
Luca Ranieri,22/23,unknown injury,"Oct 13, 2022","Oct 21, 2022",9 days,2,21/22
Luca Ranieri,21/22,muscular problems,"May 1, 2022","May 31, 2022",31 days,5,20/21
Luca Ranieri,21/22,unknown injury,"Jan 4, 2022","Jan 15, 2022",12 days,2,20/21
Luca Ranieri,21/22,Muscle fatigue,"Oct 2, 2021","Oct 14, 2021",13 days,3,20/21
Maximiliano Olivera,23/24,Muscle injury,"Nov 12, 2023","Dec 7, 2023",26 days,6,22/23
Maximiliano Olivera,23/24,muscular problems,"Aug 26, 2023","Aug 29, 2023",4 days,1,22/23
Kevin Diks,24/25,Hamstring injury,"Apr 13, 2025","May 24, 2025",42 days,9,23/24
Kevin Diks,24/25,Ankle injury,"Mar 7, 2025","Mar 12, 2025",6 days,1,23/24
Kevin Diks,24/25,Knee injury,"Nov 15, 2024","Nov 23, 2024",9 days,1,23/24
Kevin Diks,24/25,Ill,"Aug 10, 2024","Aug 12, 2024",3 days,1,23/24
Kevin Diks,23/24,Groin injury,"Sep 24, 2023","Oct 3, 2023",10 days,4,22/23
Kevin Diks,21/22,unknown injury,"Nov 19, 2021","Dec 31, 2021",43 days,12,20/21
Kevin Diks,18/19,unknown injury,"May 4, 2019","Jun 1, 2019",29 days,4,17/18
Kevin Diks,18/19,Inflammation in the knee,"Mar 1, 2019","May 1, 2019",62 days,10,17/18
Kevin Diks,18/19,unknown injury,"Nov 30, 2018","Jan 18, 2019",50 days,7,17/18
Pierluigi Pinto,23/24,Knee problems,"Aug 31, 2023","Jun 30, 2024",305 days,47,22/23
Pierluigi Pinto,22/23,Knee problems,"Mar 10, 2023","Apr 22, 2023",44 days,7,21/22
Pierluigi Pinto,22/23,Knee problems,"Feb 17, 2023","Feb 26, 2023",10 days,2,21/22
Pierluigi Pinto,22/23,Cruciate ligament tear,"Aug 15, 2022","Jan 14, 2023",153 days,22,21/22
Pierluigi Pinto,21/22,Hamstring muscle injury,"Mar 18, 2022","Apr 1, 2022",15 days,2,20/21
Pierluigi Pinto,19/20,unknown injury,"Jul 10, 2020","Jul 30, 2020",21 days,3,18/19
Christian Nørgaard,24/25,Head injury,"Feb 21, 2025","Mar 8, 2025",16 days,3,23/24
Christian Nørgaard,24/25,unknown injury,"Sep 17, 2024","Oct 5, 2024",19 days,4,23/24
Christian Nørgaard,23/24,Back injury,"Mar 9, 2024","Apr 16, 2024",39 days,6,22/23
Christian Nørgaard,23/24,Foot injury,"Jan 5, 2024","Jan 30, 2024",26 days,3,22/23
Christian Nørgaard,20/21,Ankle injury,"Dec 25, 2020","Feb 25, 2021",63 days,15,19/20
Christian Nørgaard,20/21,Ankle injury,"Oct 4, 2020","Dec 16, 2020",74 days,22,19/20
Christian Nørgaard,18/19,unknown injury,"Oct 17, 2018","Nov 1, 2018",16 days,2,17/18
Christian Nørgaard,14/15,Broken collarbone,"Aug 4, 2014","Oct 16, 2014",74 days,15,13/14
Christian Nørgaard,13/14,Torn knee ligaments,"Mar 13, 2014","May 8, 2014",57 days,12,12/13
Christian Nørgaard,13/14,Torn ankle ligaments,"Jul 4, 2013","Aug 15, 2013",43 days,3,12/13
Christian Nørgaard,12/13,Syndesmotic ligament tear,"Sep 24, 2012","Nov 29, 2012",67 days,24,11/12
Riccardo Saponara,23/24,flu,"Dec 29, 2023","Jan 8, 2024",11 days,2,22/23
Riccardo Saponara,23/24,muscular problems,"Dec 2, 2023","Dec 8, 2023",7 days,1,22/23
Riccardo Saponara,23/24,Ankle sprain,"Aug 31, 2023","Sep 4, 2023",5 days,1,22/23
Riccardo Saponara,22/23,flu,"Apr 4, 2023","Apr 7, 2023",4 days,1,21/22
Riccardo Saponara,22/23,unknown injury,"Jan 11, 2023","Jan 20, 2023",10 days,2,21/22
Riccardo Saponara,21/22,unknown injury,"Jan 22, 2022","Feb 3, 2022",13 days,1,20/21
Riccardo Saponara,21/22,Rest,"Dec 14, 2021","Dec 16, 2021",3 days,1,20/21
Riccardo Saponara,21/22,Knee problems,"Oct 27, 2021","Oct 31, 2021",5 days,2,20/21
Riccardo Saponara,21/22,inflammation,"Oct 2, 2021","Oct 18, 2021",17 days,2,20/21
Riccardo Saponara,20/21,unknown injury,"Feb 27, 2021","Apr 20, 2021",53 days,8,19/20
Riccardo Saponara,20/21,muscular problems,"Jan 23, 2021","Jan 29, 2021",7 days,2,19/20
Riccardo Saponara,19/20,Thigh problems,"Feb 17, 2020","Feb 25, 2020",9 days,1,18/19
Riccardo Saponara,19/20,Fitness,"Jan 23, 2020","Jan 27, 2020",5 days,1,18/19
Riccardo Saponara,19/20,Ankle injury,"Dec 2, 2019","Dec 15, 2019",14 days,3,18/19
Riccardo Saponara,19/20,Head injury,"Nov 8, 2019","Nov 13, 2019",6 days,1,18/19
Kevin Mirallas,22/23,Knee injury,"May 29, 2023","Aug 31, 2023",95 days,3,21/22
Kevin Mirallas,20/21,Corona virus,"May 10, 2021","May 16, 2021",7 days,2,19/20
Kevin Mirallas,20/21,Groin injury,"Jan 20, 2021","Jan 25, 2021",6 days,2,19/20
Kevin Mirallas,18/19,Leg injury,"Feb 11, 2019","Mar 2, 2019",20 days,3,17/18
Kevin Mirallas,18/19,Fever,"Dec 26, 2018","Dec 29, 2018",4 days,2,17/18
Kevin Mirallas,18/19,Ankle injury,"Oct 3, 2018","Oct 15, 2018",13 days,1,17/18
Kevin Mirallas,14/15,Hamstring injury,"Sep 27, 2014","Nov 21, 2014",56 days,13,13/14
Kevin Mirallas,13/14,Groin injury,"Apr 22, 2014","May 22, 2014",31 days,3,12/13
Kevin Mirallas,12/13,Hamstring injury,"Dec 9, 2012","Jan 20, 2013",43 days,8,11/12
Kevin Mirallas,12/13,Hamstring injury,"Nov 10, 2012","Nov 30, 2012",21 days,5,11/12
Kevin Mirallas,11/12,Fever,"Feb 17, 2012","Feb 19, 2012",3 days,1,10/11
Germán Pezzella,24/25,strain,"Nov 1, 2024","Dec 6, 2024",36 days,6,23/24
Germán Pezzella,21/22,Muscle injury,"Dec 17, 2021","Jan 3, 2022",18 days,2,20/21
Germán Pezzella,20/21,Ankle sprain,"Oct 25, 2020","Nov 20, 2020",27 days,6,19/20
Germán Pezzella,19/20,Corona virus,"Mar 14, 2020","Apr 5, 2020",23 days,-,18/19
Germán Pezzella,19/20,Broken cheekbone,"Nov 25, 2019","Dec 12, 2019",18 days,3,18/19
Germán Pezzella,18/19,fracture,"May 5, 2019","May 17, 2019",13 days,2,17/18
Germán Pezzella,18/19,Knee injury,"Feb 9, 2019","Feb 25, 2019",17 days,3,17/18
Germán Pezzella,18/19,Hamstring muscle injury,"Nov 14, 2018","Nov 26, 2018",13 days,3,17/18
Germán Pezzella,14/15,Lumbar vertebra problems,"Feb 21, 2015","Mar 15, 2015",23 days,5,13/14
Gaetano Castrovilli,24/25,bruise,"Feb 18, 2025","Feb 28, 2025",11 days,1,23/24
Gaetano Castrovilli,24/25,Arthroscopy,"Nov 6, 2024","Dec 3, 2024",28 days,5,23/24
Gaetano Castrovilli,23/24,Knee surgery,"Aug 12, 2023","Mar 5, 2024",207 days,38,22/23
Gaetano Castrovilli,22/23,Knee injury,"Jun 5, 2023","Jun 8, 2023",4 days,1,21/22
Gaetano Castrovilli,22/23,Calf muscle tear,"Jan 20, 2023","Feb 9, 2023",21 days,4,21/22
Gaetano Castrovilli,21/22,Knee surgery,"Apr 14, 2022","Dec 21, 2022",252 days,31,20/21
Gaetano Castrovilli,21/22,Stress reaction of the bone,"Nov 29, 2021","Dec 16, 2021",18 days,4,20/21
Gaetano Castrovilli,21/22,bruise,"Sep 20, 2021","Oct 18, 2021",29 days,4,20/21
Gaetano Castrovilli,20/21,minor knock,"Mar 4, 2021","Mar 11, 2021",8 days,1,19/20
Gaetano Castrovilli,20/21,bruise,"Dec 7, 2020","Dec 10, 2020",4 days,1,19/20
Gaetano Castrovilli,19/20,Nose surgery,"Jul 30, 2020","Aug 20, 2020",22 days,1,18/19
Gaetano Castrovilli,19/20,Ill,"Jan 27, 2020","Feb 6, 2020",11 days,2,18/19
Gaetano Castrovilli,18/19,Tear of the lateral meniscus,"Jan 28, 2019","Mar 25, 2019",57 days,8,17/18
Gaetano Castrovilli,18/19,Knee injury,"Aug 27, 2018","Sep 10, 2018",15 days,4,17/18
Petko Hristov,23/24,unknown injury,"Feb 10, 2024","Feb 19, 2024",10 days,2,22/23
Petko Hristov,23/24,Muscle fatigue,"Dec 25, 2023","Jan 15, 2024",22 days,2,22/23
Petko Hristov,23/24,unknown injury,"Nov 7, 2023","Dec 3, 2023",27 days,6,22/23
Petko Hristov,23/24,Muscle injury,"Sep 9, 2023","Oct 27, 2023",49 days,9,22/23
Petko Hristov,23/24,unknown injury,"Jul 5, 2023","Aug 29, 2023",56 days,2,22/23
Petko Hristov,22/23,bruise,"Mar 30, 2023","Apr 13, 2023",15 days,2,21/22
Petko Hristov,22/23,Knee problems,"Sep 29, 2022","Oct 10, 2022",12 days,2,21/22
Petko Hristov,21/22,Calf injury,"May 8, 2022","May 25, 2022",18 days,3,20/21
Petko Hristov,21/22,Corona virus,"Dec 29, 2021","Jan 7, 2022",10 days,1,20/21
Petko Hristov,21/22,muscular problems,"Nov 6, 2021","Nov 16, 2021",11 days,3,20/21
Petko Hristov,18/19,Pubalgia,"Mar 28, 2019","May 28, 2019",62 days,6,17/18
Petko Hristov,18/19,Pubalgia,"Feb 1, 2019","Feb 5, 2019",5 days,1,17/18
Petko Hristov,18/19,muscular problems,"Dec 26, 2018","Jan 21, 2019",27 days,2,17/18
Petko Hristov,18/19,Fever,"Nov 5, 2018","Nov 8, 2018",4 days,1,17/18
Petko Hristov,17/18,Hamstring injury,"Nov 1, 2017","Dec 4, 2017",34 days,5,16/17
Federico Brancolini,23/24,Meniscus injury,"Feb 13, 2024","Mar 14, 2024",31 days,4,22/23
Luca Zanon,21/22,Bruised knee,"Mar 15, 2022","May 21, 2022",68 days,9,20/21
Luca Zanon,21/22,unknown injury,"Oct 11, 2021","Oct 24, 2021",14 days,3,20/21
Luca Zanon,20/21,unknown injury,"Aug 9, 2020","Jun 30, 2021",326 days,20,19/20
Luca Zanon,16/17,Inflammation in the ankle joint,"Dec 5, 2016","Mar 3, 2017",89 days,11,15/16
Bryan Dabo,24/25,unknown injury,"Mar 13, 2025","May 1, 2025",50 days,6,23/24
Bryan Dabo,22/23,strain,"Jan 19, 2023","Jan 27, 2023",9 days,2,21/22
Bryan Dabo,21/22,unknown injury,"Feb 1, 2022","Feb 7, 2022",7 days,1,20/21
Bryan Dabo,21/22,unknown injury,"Dec 13, 2021","Dec 27, 2021",15 days,3,20/21
Bryan Dabo,21/22,unknown injury,"Sep 7, 2021","Sep 19, 2021",13 days,2,20/21
Bryan Dabo,20/21,unknown injury,"Feb 20, 2021","Feb 27, 2021",8 days,1,19/20
Bryan Dabo,20/21,Corona virus,"Nov 21, 2020","Dec 5, 2020",15 days,2,19/20
Bryan Dabo,19/20,muscular problems,"Feb 26, 2020","Mar 15, 2020",19 days,1,18/19
Bryan Dabo,19/20,Thigh problems,"Feb 10, 2020","Feb 21, 2020",12 days,1,18/19
Bryan Dabo,16/17,Knock,"Aug 4, 2016","Sep 5, 2016",33 days,8,15/16
Vincent Laurini,20/21,unknown injury,"Jan 9, 2021","Feb 15, 2021",38 days,7,19/20
Vincent Laurini,20/21,muscular problems,"Dec 1, 2020","Jan 1, 2021",32 days,5,19/20
Vincent Laurini,20/21,unknown injury,"Oct 24, 2020","Nov 7, 2020",15 days,4,19/20
Vincent Laurini,19/20,Calf muscle tear,"Feb 22, 2020","Mar 22, 2020",30 days,1,18/19
Vincent Laurini,19/20,Shoulder injury,"Oct 1, 2019","Nov 9, 2019",40 days,5,18/19
Vincent Laurini,17/18,Inflammation of the sole of the foot,"Feb 4, 2018","Feb 24, 2018",21 days,3,16/17
Vincent Laurini,17/18,Muscle injury,"Oct 29, 2017","Nov 8, 2017",11 days,2,16/17
Vincent Laurini,16/17,muscular problems,"May 1, 2017","May 7, 2017",7 days,1,15/16
Vincent Laurini,16/17,Ankle problems,"Jan 22, 2017","Feb 2, 2017",12 days,2,15/16
Vincent Laurini,16/17,Muscle injury,"Oct 24, 2016","Nov 30, 2016",38 days,6,15/16
Vincent Laurini,16/17,Calf injury,"Sep 23, 2016","Oct 4, 2016",12 days,2,15/16
Vincent Laurini,15/16,Adductor injury,"Apr 18, 2016","May 29, 2016",42 days,5,14/15
Vincent Laurini,15/16,Hamstring strain,"Apr 1, 2016","Apr 5, 2016",5 days,1,14/15
Vincent Laurini,15/16,Calf muscle tear,"Aug 3, 2015","Sep 3, 2015",32 days,3,14/15
Vincent Laurini,14/15,muscular problems,"Nov 20, 2014","Jan 1, 2015",43 days,6,13/14
Gabriele Ferrarini,23/24,unknown injury,"Dec 1, 2023",,578 days,24,22/23
Gabriele Ferrarini,23/24,Hamstring muscle injury,"Sep 14, 2023","Nov 2, 2023",50 days,7,22/23
Gabriele Ferrarini,22/23,muscular problems,"May 12, 2023","May 22, 2023",11 days,2,21/22
Gabriele Ferrarini,22/23,unknown injury,"Feb 2, 2023","Mar 18, 2023",45 days,8,21/22
Gabriele Ferrarini,20/21,Corona virus,"Jan 16, 2021","Feb 22, 2021",38 days,7,19/20
Sebastián Cristóforo,23/24,unknown injury,"Jan 1, 2024","Apr 15, 2024",106 days,12,22/23
Sebastián Cristóforo,22/23,Muscle injury,"Oct 9, 2022","Oct 25, 2022",17 days,4,21/22
Sebastián Cristóforo,22/23,Hamstring strain,"Sep 9, 2022","Sep 17, 2022",9 days,3,21/22
Sebastián Cristóforo,14/15,Knee surgery,"Jan 1, 2015","May 13, 2015",133 days,32,13/14
Sebastián Cristóforo,13/14,Cruciate ligament tear,"Mar 16, 2014","Nov 7, 2014",237 days,33,12/13
Cyril Théréau,18/19,Hamstring strain,"Feb 4, 2019","Feb 28, 2019",25 days,4,17/18
Cyril Théréau,17/18,Muscle fatigue,"Mar 30, 2018","Apr 20, 2018",22 days,5,16/17
Cyril Théréau,17/18,Rib fracture,"Jan 19, 2018","Jan 28, 2018",10 days,2,16/17
Cyril Théréau,17/18,muscular problems,"Oct 25, 2017","Nov 19, 2017",26 days,4,16/17
Cyril Théréau,16/17,Muscle fatigue,"Mar 19, 2017","Apr 6, 2017",19 days,2,15/16
Cyril Théréau,16/17,Muscle injury,"Jul 31, 2016","Aug 31, 2016",32 days,3,15/16
Cyril Théréau,15/16,Muscle injury,"Dec 14, 2015","Jan 4, 2016",22 days,2,14/15
Cyril Théréau,13/14,Foot injury,"Mar 5, 2014","Mar 16, 2014",12 days,2,12/13
Cyril Théréau,11/12,Thigh problems,"May 3, 2012","Jun 10, 2012",39 days,2,10/11
Cyril Théréau,10/11,muscular problems,"Nov 22, 2010","Jan 2, 2011",42 days,5,09/10
Michele Cerofolini,24/25,Meniscus injury,"Sep 8, 2024","Sep 23, 2024",16 days,2,23/24
Michele Cerofolini,21/22,Cruciate ligament tear,"Jul 22, 2021","Oct 31, 2021",102 days,12,20/21
Michele Cerofolini,20/21,muscular problems,"Feb 9, 2021","Mar 13, 2021",33 days,7,19/20
Michele Cerofolini,20/21,Knock,"Nov 19, 2020","Nov 29, 2020",11 days,2,19/20
Michele Cerofolini,19/20,Cruciate ligament tear,"May 6, 2019","Nov 17, 2019",196 days,22,18/19
Szymon Żurkowski,24/25,Knee problems,"Feb 26, 2025","May 31, 2025",95 days,15,23/24
Szymon Żurkowski,24/25,Ankle problems,"Aug 9, 2024","Jan 9, 2025",154 days,22,23/24
Szymon Żurkowski,23/24,Ankle problems,"Feb 24, 2024","Mar 3, 2024",9 days,2,22/23
Szymon Żurkowski,22/23,Adductor pain,"Apr 20, 2023","May 10, 2023",21 days,4,21/22
Szymon Żurkowski,22/23,Adductor pain,"Apr 12, 2023","Apr 17, 2023",6 days,1,21/22
Szymon Żurkowski,22/23,unknown injury,"Jan 25, 2023","Mar 2, 2023",37 days,5,21/22
Szymon Żurkowski,22/23,unknown injury,"Sep 6, 2022","Sep 17, 2022",12 days,3,21/22
Szymon Żurkowski,22/23,unknown injury,"Aug 14, 2022","Sep 2, 2022",20 days,6,21/22
Szymon Żurkowski,21/22,unknown injury,"Nov 27, 2021","Dec 1, 2021",5 days,1,20/21
Szymon Żurkowski,20/21,Quarantine,"Jan 13, 2021","Jan 20, 2021",8 days,2,19/20
Jordan Lukaku,21/22,Hamstring muscle injury,"Feb 20, 2022","Apr 10, 2022",50 days,10,20/21
Jordan Lukaku,21/22,Hamstring muscle injury,"Jan 25, 2022","Feb 11, 2022",18 days,3,20/21
Jordan Lukaku,20/21,Knee problems,"Sep 22, 2020","Sep 28, 2020",7 days,1,19/20
Jordan Lukaku,19/20,Knee problems,"Jun 1, 2020","Jun 20, 2020",20 days,-,18/19
Jordan Lukaku,19/20,Knee injury,"Nov 27, 2019","Feb 1, 2020",67 days,12,18/19
Jordan Lukaku,18/19,Knee surgery,"Jan 25, 2019","Sep 25, 2019",244 days,30,17/18
Jordan Lukaku,18/19,Inflammation of ligaments in the knee,"Jul 25, 2018","Oct 13, 2018",81 days,10,17/18
Jordan Lukaku,17/18,muscular problems,"May 10, 2018","May 18, 2018",9 days,1,16/17
Jordan Lukaku,17/18,Inflammation in the knee,"Mar 21, 2018","Apr 7, 2018",18 days,2,16/17
Jordan Lukaku,17/18,Hamstring injury,"Oct 3, 2017","Oct 25, 2017",23 days,6,16/17
Jordan Lukaku,16/17,Hamstring injury,"May 14, 2017","Aug 5, 2017",84 days,5,15/16
Jordan Lukaku,16/17,Adductor pain,"Apr 30, 2017","May 5, 2017",6 days,1,15/16
Jordan Lukaku,16/17,Ankle injury,"Dec 20, 2016","Jan 9, 2017",21 days,2,15/16
Jordan Lukaku,16/17,Ankle injury,"Oct 8, 2016","Nov 26, 2016",50 days,9,15/16
Mauro Zitelli,20/21,unknown injury,"Feb 27, 2021","Mar 6, 2021",8 days,2,19/20
Mauro Zitelli,19/20,Cruciate ligament surgery,"Sep 13, 2019","Aug 13, 2020",336 days,27,18/19
Mauro Zitelli,19/20,Cruciate ligament tear,"Aug 3, 2019","Sep 13, 2019",42 days,5,18/19
Simone Palombi,23/24,unknown injury,"Dec 11, 2023","Dec 13, 2023",3 days,1,22/23
Simone Palombi,23/24,unknown injury,"Nov 6, 2023","Nov 8, 2023",3 days,1,22/23
Simone Palombi,23/24,unknown injury,"Oct 8, 2023","Oct 30, 2023",23 days,4,22/23
Simone Palombi,22/23,unknown injury,"Aug 8, 2022","Nov 18, 2022",103 days,14,21/22
Simone Palombi,18/19,Bruise on ankle,"Feb 24, 2019","Mar 24, 2019",29 days,5,17/18
Simone Palombi,18/19,Calf problems,"Aug 12, 2018","Sep 5, 2018",25 days,2,17/18
Simone Palombi,17/18,Ankle injury,"Dec 27, 2017","Jan 2, 2018",7 days,1,16/17
Simone Palombi,17/18,laceration wound,"Oct 5, 2017","Nov 1, 2017",28 days,6,16/17
Thomas Strakosha,24/25,muscular problems,"Mar 8, 2025","Mar 17, 2025",10 days,1,23/24
Thomas Strakosha,24/25,Rest,"Feb 21, 2025","Feb 24, 2025",4 days,1,23/24
Thomas Strakosha,22/23,Ankle injury,"Sep 30, 2022","Jan 1, 2023",94 days,19,21/22
Thomas Strakosha,20/21,Knee problems,"Jan 23, 2021","Feb 23, 2021",32 days,7,19/20
Thomas Strakosha,20/21,Hamstring injury,"Jan 6, 2021","Jan 18, 2021",13 days,3,19/20
Thomas Strakosha,20/21,Corona virus,"Nov 3, 2020","Nov 22, 2020",20 days,8,19/20
Thomas Strakosha,20/21,Quarantine,"Oct 27, 2020","Oct 31, 2020",5 days,1,19/20
Thomas Strakosha,19/20,flu,"Nov 26, 2019","Nov 30, 2019",5 days,1,18/19
Thomas Strakosha,18/19,Achilles heel problems,"May 18, 2019","Jul 31, 2019",75 days,11,17/18
Thomas Strakosha,18/19,Achilles tendon problems,"May 7, 2019","May 13, 2019",7 days,1,17/18
Thomas Strakosha,17/18,Thigh problems,"Oct 2, 2017","Oct 10, 2017",9 days,6,16/17
Thomas Strakosha,16/17,influenza,"May 19, 2017","May 24, 2017",6 days,1,15/16
Sergej Milinković-Savić,24/25,unknown injury,"Mar 6, 2025","Mar 27, 2025",22 days,3,23/24
Sergej Milinković-Savić,24/25,Muscle injury,"Jan 20, 2025","Jan 23, 2025",4 days,1,23/24
Sergej Milinković-Savić,22/23,Stomach flu,"Feb 19, 2023","Feb 25, 2023",7 days,2,21/22
Sergej Milinković-Savić,20/21,Broken nose bone,"May 16, 2021","May 24, 2021",9 days,2,19/20
Sergej Milinković-Savić,20/21,Broken nose bone,"May 8, 2021","May 13, 2021",6 days,2,19/20
Sergej Milinković-Savić,20/21,Corona virus,"Nov 18, 2020","Nov 25, 2020",8 days,2,19/20
Sergej Milinković-Savić,20/21,Knock,"Oct 20, 2020","Oct 26, 2020",7 days,2,19/20
Sergej Milinković-Savić,19/20,Groin injury,"Aug 7, 2019","Aug 22, 2019",16 days,-,18/19
Sergej Milinković-Savić,18/19,Ankle injury,"Jun 3, 2019","Jun 11, 2019",9 days,2,17/18
